regulator_name,regulator_id,database1,ID1,location1,element_type1,cell_type1,level1,regulated_name,regulated_id,database2,ID2,location2,element_type2,cell_type2,level2,interaction,score,kindscore,matchlevel,epistemicvalue,file_numbers,number,Regulator Variable Name,Regulated Variable Name,PaperID,,
cell_adhesion,go_GO:0007155,go,GO:0007155,,bioprocess,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb blocked CD26+ MM cell adhesion,negative-activation
CD26,uniprot_P27487,uniprot,P27487,,protein,,,MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,increases,1,,,,,,,,PMC6197267,positive-activation,
CD26,uaz_UAZ08190,uaz,UAZ08190,,protein,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb inhibits both CD26+,negative-activation
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb inhibits both CD26+ MM cell growth,negative-activation
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb inhibits both CD26+ MM,negative-activation
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb inhibits both CD26+ MM cell growth and MM,negative-activation
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb can suppress MM,negative-activation
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb suppresses tumor progression and osteolytic bone disease in the BM milieu of MM,negative-activation
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,"huCD26mAb, alone or in conjunction with lenalidomide, reduced the side population (SP) ratio in CD26+ MM",negative-activation
CD26,uaz_UAZ08190,uaz,UAZ08190,,protein,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,"huCD26mAb, alone or in conjunction with lenalidomide, reduced the side population (SP) ratio in CD26+",negative-activation
side,pfam_PF12252,pfam,PF12252,,family,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,"huCD26mAb, alone or in conjunction with lenalidomide, reduced the side",negative-activation
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb inhibits human OC differentiation,negative-activation
CD26,uaz_UAZ08190,uaz,UAZ08190,,protein,,,14D10,uaz_UAZ08203,uaz,UAZ08203,,protein,,,decreases,1,,,,,,,,PMC6197267,"14D10, inhibited tumor cell growth of CD26+",negative-activation
CD26,uaz_UAZ08190,uaz,UAZ08190,,protein,,,IgG_1,uaz_UAZ00080,uaz,UAZ00080,,protein,,,decreases,1,,,,,,,,PMC6197267,"IgG 1 ), IF7 or 14D10, inhibited tumor cell growth of CD26+",negative-activation
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,IF7,uaz_UAZ08205,uaz,UAZ08205,,protein,,,decreases,1,,,,,,,,PMC6197267,"IF7 or 14D10, inhibited tumor cell growth",negative-activation
RCC,pubchem_10985033,pubchem,10985033,,simple-chemical,,,14D10,uaz_UAZ08203,uaz,UAZ08203,,protein,,,decreases,1,,,,,,,,PMC6197267,"14D10, inhibited tumor cell growth of CD26+ T-cell lymphoma or RCC",negative-activation
RCC,pubchem_10985033,pubchem,10985033,,simple-chemical,,,IgG_1,uaz_UAZ00080,uaz,UAZ00080,,protein,,,decreases,1,,,,,,,,PMC6197267,"IgG 1 ), IF7 or 14D10, inhibited tumor cell growth of CD26+ T-cell lymphoma or RCC",negative-activation
RCC,pubchem_10985033,pubchem,10985033,,simple-chemical,,,IF7,uaz_UAZ08205,uaz,UAZ08205,,protein,,,decreases,1,,,,,,,,PMC6197267,"IF7 or 14D10, inhibited tumor cell growth of CD26+ T-cell lymphoma or RCC",negative-activation
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,14D10,uaz_UAZ08203,uaz,UAZ08203,,protein,,,decreases,1,,,,,,,,PMC6197267,"14D10, inhibited tumor cell growth",negative-activation
CD26,uaz_UAZ08190,uaz,UAZ08190,,protein,,,IF7,uaz_UAZ08205,uaz,UAZ08205,,protein,,,decreases,1,,,,,,,,PMC6197267,"IF7 or 14D10, inhibited tumor cell growth of CD26+",negative-activation
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,IgG_1,uaz_UAZ00080,uaz,UAZ00080,,protein,,,decreases,1,,,,,,,,PMC6197267,"IgG 1 ), IF7 or 14D10, inhibited tumor cell growth",negative-activation
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,"huCD26mAb, constructed from a 14D10 coding sequence, has been shown to inhibit malignant mesothelioma cell growth",negative-activation
metastasis,mesh_D009362,mesh,D009362,,bioprocess,,,CD26,uniprot_P27487,uniprot,P27487,,protein,,,decreases,1,,,,,,,,PMC6197267,CD26 triggers prostate cancer metastasis,negative-activation
adhesion,go_GO:0007155,go,GO:0007155,,bioprocess,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb does not reduce expression of all adhesion,negative-activation
CD26,uaz_UAZ08182,uaz,UAZ08182,,protein,,,CRC,uniprot_Q8L925,uniprot,Q8L925,,protein,,,increases,1,,,,,,,,PMC6197267,positive-activation,
CRC_61,uaz_UAZ08197,uaz,UAZ08197,,protein,,,CRC,uniprot_Q8L925,uniprot,Q8L925,,protein,,,increases,1,,,,,,,,PMC6197267,positive-activation,
ERK,be_ERK,be,ERK,,family,,,EGFR,uniprot_P00533,uniprot,P00533,,protein,,,increases,1,,,,,,,,PMC2853906,positive-activation,
Raf,be_RAF,be,RAF,,family,,,EGFR,uniprot_P00533,uniprot,P00533,,protein,,,increases,1,,,,,,,,PMC2853906,positive-activation,
AKT,be_AKT,be,AKT,,family,,,EGFR,uniprot_P00533,uniprot,P00533,,protein,,,increases,1,,,,,,,,PMC2853906,positive-activation,
PI3K,be_PI3K,be,PI3K,,protein,,,EGFR,uniprot_P00533,uniprot,P00533,,protein,,,increases,1,,,,,,,,PMC2853906,positive-activation,
ERK,be_ERK,be,ERK,,family,,,AKT,be_AKT,be,AKT,,family,,,increases,1,,,,,,,,PMC2853906,positive-activation,
Raf,be_RAF,be,RAF,,family,,,AKT,be_AKT,be,AKT,,family,,,increases,1,,,,,,,,PMC2853906,positive-activation,
PI3K,be_PI3K,be,PI3K,,protein,,,ERK,be_ERK,be,ERK,,family,,,decreases,1,,,,,,,,PMC2853906,ERK activity inhibits EGFR-dependent PI3K,negative-activation
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,retinoblastoma_protein,interpro_IPR028309,interpro,IPR028309,,family,,,increases,1,,,,,,,,PMC2853906,positive-activation,
SH2,pfam_PF00017,pfam,PF00017,,family,,,STAT,uniprot_P35610,uniprot,P35610,,protein,,,increases,1,,,,,,,,PMC6895964,positive-activation,
IL22,uniprot_Q9GZX6,uniprot,Q9GZX6,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC6895964,positive-activation,
IL17,uniprot_Q16552,uniprot,Q16552,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC6895964,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6895964,SOCS3 (suppressor of cytokine signaling-3) which strongly inhibits hyperactivated STAT3,negative-activation
STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,FLT3,uniprot_P36888,uniprot,P36888,,protein,,,increases,1,,,,,,,,PMC6895964,positive-activation,
EGFR,uniprot_P00533,uniprot,P00533,,protein,,,cetuximab,uaz_UAZ00056,uaz,UAZ00056,,protein,,,decreases,1,,,,,,,,PMC3937194,cetuximab not only inhibits EGFR,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,increases,1,,,,,,,,PMC3473366,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,DDR,pfam_PF08841,pfam,PF08841,,family,,,increases,1,,,,,,,,PMC3473366,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
p53,uniprot_P04637,uniprot,P04637,,protein,,,phosphatase,pfam_PF15698,pfam,PF15698,,family,,,increases,1,,,,,,,,PMC3473366,positive-activation,
DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,1,,,,,,,,PMC3473366,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,increases,1,,,,,,,,PMC3473366,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,decreases,1,,,,,,,,PMC3473366,transcription factor NF-κB promotes apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,decreases,1,,,,,,,,PMC3473366,"cell cycle arrest can cause mitotic catastrophy, a form of cell death [ XREF_BIBR ], whereas blocking of the anti-apoptotic transcription factor NF-κB promotes apoptosis",negative-activation
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,decreases,1,,,,,,,,PMC3473366,ATM blocked all pro-survival pathways (cell cycle,negative-activation
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,Chk1,uniprot_O14757,uniprot,O14757,,protein,,,decreases,1,,,,,,,,PMC3473366,Chk1 inhibition was demonstrated to increase the cytotoxicity to topoisomerase I (TOPI) inhibitors by diminishing cell cycle,negative-activation
TOPI,uniprot_P39814,uniprot,P39814,,protein,,,Chk1,uniprot_O14757,uniprot,O14757,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,Chk2,uniprot_O96017,uniprot,O96017,,protein,,,decreases,1,,,,,,,,PMC3473366,Chk2 in our model blocked cell cycle,negative-activation
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,Chk2,uniprot_O96017,uniprot,O96017,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
p21,uniprot_P38936,uniprot,P38936,,protein,,,cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,Cdc25C,uniprot_P30307,uniprot,P30307,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_survival,mesh_D002470,mesh,D002470,,bioprocess,,,doxorubicin,pubchem_40469134,pubchem,40469134,,simple-chemical,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,TOPI_inhibitors,uaz_UAZ09615,uaz,UAZ09615,,simple-chemical,,,decreases,1,,,,,,,,PMC3473366,TOPI inhibitors still induced cell cycle,negative-activation
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,Chk2,uniprot_O96017,uniprot,O96017,,protein,,,decreases,1,,,,,,,,PMC3473366,Chk2 inhibition potentiates cell death,negative-activation
Chk2,uniprot_O96017,uniprot,O96017,,protein,,,Wip1,uniprot_O15297,uniprot,O15297,,protein,,,decreases,1,,,,,,,,PMC3473366,Wip1 in turn deactivates Chk2,negative-activation
Chk2,uniprot_O96017,uniprot,O96017,,protein,,,Wip1,uniprot_O15297,uniprot,O15297,,protein,,,decreases,1,,,,,,,,PMC3473366,deactivation of Chk2 by Wip1,negative-activation
Chk2,uniprot_O96017,uniprot,O96017,,protein,,,ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,decreases,1,,,,,,,,PMC3473366,ATM-dependent deactivation of Chk2,negative-activation
Chk2,uniprot_O96017,uniprot,O96017,,protein,,,ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
NFKB,uaz_UAZ02852,uaz,UAZ02852,,protein,,,IKK,be_IKK_family,be,IKK_family,,family,,,increases,1,,,,,,,,PMC3473366,positive-activation,
NFKB,uaz_UAZ02852,uaz,UAZ02852,,protein,,,IKK_complex,be_IKK_complex,be,IKK_complex,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,ATR,uniprot_P20848,uniprot,P20848,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,ATR,uniprot_P20848,uniprot,P20848,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,Chk1,uniprot_O14757,uniprot,O14757,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,Chk1,uniprot_O14757,uniprot,O14757,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,genomic_instability,mesh_D042822,mesh,D042822,,bioprocess,,,increases,1,,,,,,,,PMC3473366,positive-activation,
ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,MRN,uniprot_O60934,uniprot,O60934,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,increases,1,,,,,,,,PMC3473366,positive-activation,
DNA_repair,go_GO:0006281,go,GO:0006281,,bioprocess,,,cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,p21,uniprot_P38936,uniprot,P38936,,protein,,,decreases,1,,,,,,,,PMC3473366,"cell cycle arrest by p53 phosphorylation, p21",negative-activation
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,decreases,1,,,,,,,,PMC3473366,cell cycle arrest by p53,negative-activation
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,cMyc,uniprot_Q17103,uniprot,Q17103,,protein,,,decreases,1,,,,,,,,PMC3473366,"cell cycle arrest by p53 phosphorylation, p21 expression, and c-Myc",negative-activation
ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,MRN,uniprot_O60934,uniprot,O60934,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,p21,uniprot_P38936,uniprot,P38936,,protein,,,increases,1,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,DDR,pfam_PF08841,pfam,PF08841,,family,,,decreases,1,,,,,,,,PMC3473366,DDR defects that diminish apoptosis and cell cycle,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,DDR,pfam_PF08841,pfam,PF08841,,family,,,decreases,1,,,,,,,,PMC3473366,DDR defects that diminish apoptosis,negative-activation
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,DDR,pfam_PF08841,pfam,PF08841,,family,,,increases,1,,,,,,,,PMC3473366,positive-activation,
DNA_repair,go_GO:0006281,go,GO:0006281,,bioprocess,,,DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,decreases,1,,,,,,,,PMC3473366,DNA damage predominantly induce temporary cell cycle arrest and DNA repair,negative-activation
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,decreases,1,,,,,,,,PMC3473366,DNA damage predominantly induce temporary cell cycle,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,decreases,1,,,,,,,,PMC3473366,"DNA damage predominantly induce temporary cell cycle arrest and DNA repair, whereas higher levels of DNA damage mainly cause apoptosis",negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,increases,1,,,,,,,,PMC3473366,positive-activation,
