Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs
ATM,protein,,,uniprot,Q13315,,,MRN,protein,,,uniprot,O60934,,,positive,,,,,,,,,,,PMC3473366
DNA_damage,bioprocess,,,mesh,D004249,,,cell_cycle,bioprocess,,,go,GO:0007049,,,positive,,,,,,,,,,,PMC3473366
DNA_repair,bioprocess,,,go,GO:0006281,,,cell_cycle,bioprocess,,,go,GO:0007049,,,positive,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,p21,protein,,,uniprot,P38936,,,negative,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,cMyc,protein,,,uniprot,Q17103,,,negative,,,,,,,,,,,PMC3473366
ATM,protein,,,uniprot,Q13315,,,MRN,protein,,,uniprot,O60934,,,positive,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,p21,protein,,,uniprot,P38936,,,positive,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,DDR,family,,,pfam,PF08841,,,negative,,,,,,,,,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,DDR,family,,,pfam,PF08841,,,negative,,,,,,,,,,,PMC3473366
proliferation,bioprocess,,,go,GO:0008283,,,DDR,family,,,pfam,PF08841,,,positive,,,,,,,,,,,PMC3473366
DNA_repair,bioprocess,,,go,GO:0006281,,,DNA_damage,bioprocess,,,mesh,D004249,,,negative,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,DNA_damage,bioprocess,,,mesh,D004249,,,negative,,,,,,,,,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,DNA_damage,bioprocess,,,mesh,D004249,,,negative,,,,,,,,,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,DNA_damage,bioprocess,,,mesh,D004249,,,positive,,,,,,,,,,,PMC3473366
